,visitor_score,home_score,MOV,mov
8173,3,1,2,2
8174,3,7,4,-4
8175,6,1,5,5
8176,6,5,1,1
8177,0,5,5,-5
8178,5,1,4,4
8179,8,12,4,-4
8180,4,3,1,1
8181,5,7,2,-2
8182,2,4,2,-2
8183,1,4,3,-3
8184,1,2,1,-1
8185,1,6,5,-5
8186,1,3,2,-2
8187,2,0,2,2
8188,9,2,7,7
8189,9,10,1,-1
8190,1,2,1,-1
8191,4,5,1,-1
8192,9,5,4,4
8193,2,7,5,-5
8194,1,4,3,-3
8195,4,6,2,-2
8196,2,7,5,-5
8197,3,1,2,2
8198,0,8,8,-8
8199,3,4,1,-1
8200,10,5,5,5
8201,6,2,4,4
8202,2,4,2,-2
8203,4,2,2,2
8204,2,1,1,1
8205,3,4,1,-1
8206,2,1,1,1
8207,4,3,1,1
8208,5,10,5,-5
8209,2,4,2,-2
8210,1,4,3,-3
8211,0,2,2,-2
8212,2,1,1,1
8213,10,7,3,3
8214,6,4,2,2
8215,6,2,4,4
8216,1,4,3,-3
8217,11,4,7,7
8218,7,8,1,-1
8219,8,1,7,7
8220,1,9,8,-8
8221,8,4,4,4
8222,0,7,7,-7
8223,4,5,1,-1
8224,3,4,1,-1
8225,6,10,4,-4
8226,2,3,1,-1
8227,2,3,1,-1
8228,10,8,2,2
8229,3,6,3,-3
8230,6,2,4,4
8231,5,4,1,1
8232,6,1,5,5
8233,6,7,1,-1
8234,2,3,1,-1
8235,7,5,2,2
8236,3,2,1,1
8237,2,3,1,-1
8238,4,6,2,-2
8239,0,4,4,-4
8240,3,8,5,-5
8241,5,2,3,3
8242,12,2,10,10
8243,3,8,5,-5
8244,3,5,2,-2
8245,4,5,1,-1
8246,9,2,7,7
8247,2,8,6,-6
8248,2,3,1,-1
8249,9,5,4,4
8250,2,3,1,-1
8251,3,4,1,-1
8252,2,5,3,-3
8253,6,1,5,5
8254,2,1,1,1
8255,5,2,3,3
8256,2,1,1,1
8257,5,1,4,4
8258,8,6,2,2
8259,10,1,9,9
8260,1,5,4,-4
8261,8,12,4,-4
8262,3,5,2,-2
8263,4,5,1,-1
8264,3,2,1,1
8265,2,3,1,-1
8266,10,1,9,9
8267,3,1,2,2
8268,5,6,1,-1
8269,5,4,1,1
8270,2,1,1,1
8271,10,0,10,10
8272,2,5,3,-3
8273,0,2,2,-2
8274,1,2,1,-1
8275,1,2,1,-1
8276,4,0,4,4
8277,3,2,1,1
8278,7,2,5,5
8279,8,0,8,8
8280,6,0,6,6
8281,3,4,1,-1
8282,8,7,1,1
8283,4,5,1,-1
8284,6,3,3,3
8285,0,3,3,-3
8286,1,2,1,-1
8287,2,6,4,-4
8288,5,4,1,1
8289,7,6,1,1
8290,3,4,1,-1
8291,3,6,3,-3
8292,4,0,4,4
8293,3,5,2,-2
8294,6,1,5,5
8295,5,6,1,-1
8296,6,0,6,6
8297,5,10,5,-5
8298,13,7,6,6
8299,5,2,3,3
8300,5,3,2,2
8301,4,6,2,-2
8302,6,5,1,1
8303,3,6,3,-3
8304,0,2,2,-2
8305,4,5,1,-1
8306,5,2,3,3
8307,2,10,8,-8
8308,5,3,2,2
8309,7,2,5,5
8310,0,3,3,-3
8311,1,5,4,-4
8312,2,5,3,-3
8313,2,7,5,-5
8314,3,4,1,-1
8315,3,6,3,-3
8316,1,4,3,-3
8317,3,11,8,-8
8318,2,1,1,1
8319,1,5,4,-4
8320,4,2,2,2
8321,7,8,1,-1
8322,0,2,2,-2
8323,3,2,1,1
8324,1,2,1,-1
8325,1,4,3,-3
8326,4,5,1,-1
8327,5,3,2,2
8328,2,5,3,-3
8329,3,2,1,1
8330,1,5,4,-4
8331,1,3,2,-2
8332,3,4,1,-1
8333,5,2,3,3
8334,1,10,9,-9
8335,5,7,2,-2
8336,6,2,4,4
8337,3,8,5,-5
8338,2,3,1,-1
8339,4,3,1,1
8340,6,1,5,5
8341,4,0,4,4
8342,2,4,2,-2
8343,4,5,1,-1
8344,4,2,2,2
8345,0,1,1,-1
8346,6,2,4,4
8347,3,6,3,-3
8348,13,3,10,10
8349,3,1,2,2
8350,4,7,3,-3
8351,4,6,2,-2
8352,6,0,6,6
8353,4,9,5,-5
8354,2,5,3,-3
8355,1,3,2,-2
8356,3,5,2,-2
8357,1,2,1,-1
8358,6,2,4,4
8359,2,4,2,-2
8360,1,4,3,-3
8361,9,10,1,-1
8362,3,4,1,-1
8363,4,7,3,-3
8364,4,8,4,-4
8365,8,3,5,5
8366,3,4,1,-1
8367,4,3,1,1
8368,5,3,2,2
8369,3,6,3,-3
8370,2,1,1,1
8371,1,6,5,-5
8372,1,5,4,-4
8373,5,2,3,3
8374,1,5,4,-4
8375,10,6,4,4
8376,9,1,8,8
8377,2,6,4,-4
8378,6,3,3,3
8379,6,7,1,-1
8380,5,11,6,-6
8381,1,3,2,-2
8382,0,2,2,-2
8383,4,3,1,1
8384,2,5,3,-3
8385,6,3,3,3
8386,6,4,2,2
8387,1,2,1,-1
8388,6,1,5,5
8389,7,8,1,-1
8390,3,10,7,-7
8391,3,2,1,1
8392,5,7,2,-2
8393,5,7,2,-2
8394,2,4,2,-2
8395,3,4,1,-1
8396,4,3,1,1
8397,0,2,2,-2
8398,7,8,1,-1
8399,6,1,5,5
8400,1,2,1,-1
8401,4,2,2,2
8402,7,1,6,6
8403,10,9,1,1
8404,5,3,2,2
8405,5,7,2,-2
8406,6,7,1,-1
8407,3,1,2,2
8408,3,6,3,-3
8409,5,13,8,-8
8410,4,2,2,2
8411,6,14,8,-8
8412,7,4,3,3
8413,8,0,8,8
8414,3,1,2,2
8415,7,2,5,5
8416,2,1,1,1
8417,7,6,1,1
8418,5,2,3,3
8419,1,4,3,-3
8420,1,3,2,-2
8421,3,4,1,-1
8422,3,6,3,-3
8423,4,11,7,-7
8424,4,5,1,-1
8425,14,8,6,6
8426,13,5,8,8
8427,4,3,1,1
8428,3,4,1,-1
8429,3,7,4,-4
8430,9,4,5,5
8431,1,5,4,-4
8432,5,6,1,-1
8433,2,4,2,-2
8434,3,9,6,-6
8435,6,2,4,4
8436,5,7,2,-2
8437,4,3,1,1
8438,3,5,2,-2
8439,3,0,3,3
8440,7,4,3,3
8441,3,4,1,-1
8442,3,4,1,-1
8443,8,5,3,3
8444,0,5,5,-5
8445,4,2,2,2
8446,3,0,3,3
8447,2,4,2,-2
8448,3,5,2,-2
8449,5,4,1,1
8450,7,5,2,2
8451,2,3,1,-1
8452,3,7,4,-4
8453,4,7,3,-3
8454,3,1,2,2
8455,1,3,2,-2
8456,2,0,2,2
8457,3,2,1,1
8458,4,6,2,-2
8459,7,2,5,5
8460,3,2,1,1
8461,3,4,1,-1
8462,5,7,2,-2
8463,19,10,9,9
8464,9,8,1,1
8465,4,2,2,2
8466,9,3,6,6
8467,1,6,5,-5
8468,4,5,1,-1
8469,6,3,3,3
8470,0,4,4,-4
8471,0,3,3,-3
8472,1,4,3,-3
8473,16,1,15,15
8474,9,2,7,7
8475,6,4,2,2
8476,3,10,7,-7
8477,3,11,8,-8
8478,6,2,4,4
8479,4,3,1,1
8480,7,2,5,5
8481,2,6,4,-4
8482,7,1,6,6
8483,5,3,2,2
8484,3,4,1,-1
8485,6,4,2,2
8486,5,11,6,-6
8487,1,2,1,-1
8488,3,4,1,-1
8489,1,7,6,-6
8490,1,5,4,-4
8491,1,2,1,-1
8492,2,4,2,-2
8493,4,5,1,-1
8494,4,0,4,4
8495,3,1,2,2
8496,9,8,1,1
8497,5,7,2,-2
8498,7,6,1,1
8499,1,3,2,-2
8500,2,3,1,-1
8501,2,6,4,-4
8502,5,2,3,3
8503,1,6,5,-5
8504,2,6,4,-4
8505,13,2,11,11
8506,1,2,1,-1
8507,12,0,12,12
8508,10,4,6,6
8509,3,8,5,-5
8510,1,8,7,-7
8511,0,4,4,-4
8512,4,5,1,-1
8513,5,10,5,-5
8514,1,5,4,-4
8515,1,4,3,-3
8516,2,5,3,-3
8517,8,0,8,8
8518,6,5,1,1
8519,7,3,4,4
8520,7,8,1,-1
8521,9,2,7,7
8522,7,6,1,1
8523,3,11,8,-8
8524,0,3,3,-3
8525,8,0,8,8
8526,1,9,8,-8
8527,3,1,2,2
8528,4,0,4,4
8529,12,2,10,10
8530,1,2,1,-1
8531,4,2,2,2
8532,1,4,3,-3
8533,5,6,1,-1
8534,3,2,1,1
8535,3,1,2,2
8536,4,2,2,2
8537,6,2,4,4
8538,6,3,3,3
8539,2,3,1,-1
8540,10,8,2,2
8541,5,3,2,2
8542,5,6,1,-1
8543,4,1,3,3
8544,5,6,1,-1
8545,2,8,6,-6
8546,2,3,1,-1
8547,7,5,2,2
8548,7,10,3,-3
8549,9,5,4,4
8550,0,1,1,-1
8551,4,5,1,-1
8552,11,1,10,10
8553,4,3,1,1
8554,5,9,4,-4
8555,5,4,1,1
8556,6,4,2,2
8557,5,8,3,-3
8558,6,2,4,4
8559,7,0,7,7
8560,6,3,3,3
8561,2,3,1,-1
8562,3,8,5,-5
8563,5,10,5,-5
8564,0,4,4,-4
8565,0,5,5,-5
8566,6,2,4,4
8567,4,2,2,2
8568,12,5,7,7
8569,4,5,1,-1
8570,10,2,8,8
8571,1,4,3,-3
8572,5,8,3,-3
8573,7,9,2,-2
8574,9,4,5,5
8575,3,4,1,-1
8576,4,5,1,-1
8577,0,3,3,-3
8578,9,5,4,4
8579,6,0,6,6
8580,1,11,10,-10
8581,1,4,3,-3
8582,4,13,9,-9
8583,6,7,1,-1
8584,13,4,9,9
8585,2,4,2,-2
8586,4,5,1,-1
8587,4,5,1,-1
8588,0,3,3,-3
8589,6,9,3,-3
8590,10,4,6,6
8591,2,1,1,1
8592,1,3,2,-2
8593,4,5,1,-1
8594,5,11,6,-6
8595,1,6,5,-5
8596,3,4,1,-1
8597,3,1,2,2
8598,2,1,1,1
8599,3,7,4,-4
8600,4,1,3,3
8601,2,3,1,-1
8602,7,11,4,-4
8603,8,5,3,3
8604,8,2,6,6
8605,4,2,2,2
8606,5,1,4,4
8607,4,11,7,-7
8608,4,7,3,-3
8609,6,1,5,5
8610,7,1,6,6
8611,3,4,1,-1
8612,2,3,1,-1
8613,2,1,1,1
8614,4,2,2,2
8615,4,3,1,1
8616,8,4,4,4
8617,0,3,3,-3
8618,11,4,7,7
8619,3,1,2,2
8620,11,8,3,3
8621,1,4,3,-3
8622,6,1,5,5
8623,2,7,5,-5
8624,6,4,2,2
8625,0,2,2,-2
8626,2,4,2,-2
8627,2,1,1,1
8628,1,2,1,-1
8629,10,6,4,4
8630,5,9,4,-4
8631,1,6,5,-5
8632,5,4,1,1
8633,5,8,3,-3
8634,1,8,7,-7
8635,11,4,7,7
8636,3,4,1,-1
8637,7,5,2,2
8638,13,2,11,11
8639,2,6,4,-4
8640,6,2,4,4
8641,5,1,4,4
8642,0,5,5,-5
8643,5,4,1,1
8644,7,2,5,5
8645,4,5,1,-1
8646,1,3,2,-2
8647,2,4,2,-2
8648,6,3,3,3
8649,4,8,4,-4
8650,8,7,1,1
8651,3,4,1,-1
8652,3,5,2,-2
8653,5,6,1,-1
8654,0,3,3,-3
8655,1,6,5,-5
8656,1,3,2,-2
8657,4,2,2,2
8658,5,8,3,-3
8659,0,3,3,-3
8660,2,7,5,-5
8661,0,2,2,-2
8662,4,2,2,2
8663,3,8,5,-5
8664,2,1,1,1
8665,1,2,1,-1
8666,4,2,2,2
8667,3,2,1,1
8668,3,0,3,3
8669,3,8,5,-5
8670,2,3,1,-1
8671,10,1,9,9
8672,7,3,4,4
8673,3,5,2,-2
8674,7,1,6,6
8675,4,1,3,3
8676,0,3,3,-3
8677,0,6,6,-6
8678,3,4,1,-1
8679,4,5,1,-1
8680,2,5,3,-3
8681,4,6,2,-2
8682,0,1,1,-1
8683,1,2,1,-1
8684,5,4,1,1
8685,1,2,1,-1
8686,2,4,2,-2
8687,9,0,9,9
8688,4,7,3,-3
8689,4,6,2,-2
8690,0,5,5,-5
8691,10,4,6,6
8692,2,3,1,-1
8693,3,4,1,-1
8694,0,5,5,-5
8695,5,1,4,4
8696,8,4,4,4
8697,10,6,4,4
8698,3,1,2,2
8699,5,2,3,3
8700,3,4,1,-1
8701,4,2,2,2
8702,1,10,9,-9
8703,1,4,3,-3
8704,2,4,2,-2
8705,6,4,2,2
8706,10,7,3,3
8707,0,1,1,-1
8708,2,3,1,-1
8709,3,1,2,2
8710,8,5,3,3
8711,3,5,2,-2
8712,3,1,2,2
8713,0,2,2,-2
8714,13,8,5,5
8715,0,2,2,-2
8716,6,9,3,-3
8717,3,2,1,1
8718,0,2,2,-2
8719,5,2,3,3
8720,6,10,4,-4
8721,4,2,2,2
8722,5,6,1,-1
8723,2,3,1,-1
8724,7,4,3,3
8725,4,3,1,1
8726,4,5,1,-1
8727,3,9,6,-6
8728,0,6,6,-6
8729,4,5,1,-1
8730,3,4,1,-1
8731,5,3,2,2
8732,3,1,2,2
8733,6,0,6,6
8734,7,8,1,-1
8735,1,3,2,-2
8736,12,5,7,7
8737,4,1,3,3
8738,7,1,6,6
8739,4,2,2,2
8740,4,3,1,1
8741,3,2,1,1
8742,3,4,1,-1
8743,0,1,1,-1
8744,0,5,5,-5
8745,3,1,2,2
8746,2,3,1,-1
8747,9,2,7,7
8748,4,3,1,1
8749,3,0,3,3
8750,7,3,4,4
8751,4,3,1,1
8752,9,2,7,7
8753,1,2,1,-1
8754,0,3,3,-3
8755,14,5,9,9
8756,4,2,2,2
8757,3,1,2,2
8758,5,3,2,2
8759,2,1,1,1
8760,11,0,11,11
8761,6,5,1,1
8762,10,3,7,7
8763,2,6,4,-4
8764,6,2,4,4
8765,4,5,1,-1
8766,2,3,1,-1
8767,3,4,1,-1
8768,5,4,1,1
8769,10,9,1,1
8770,4,10,6,-6
8771,9,3,6,6
8772,4,2,2,2
8773,6,2,4,4
8774,1,4,3,-3
8775,5,3,2,2
8776,1,4,3,-3
8777,5,1,4,4
8778,0,1,1,-1
8779,5,1,4,4
8780,6,2,4,4
8781,4,3,1,1
8782,3,4,1,-1
8783,10,1,9,9
8784,1,3,2,-2
8785,8,3,5,5
8786,7,6,1,1
8787,1,2,1,-1
8788,1,3,2,-2
8789,8,2,6,6
8790,8,3,5,5
8791,3,11,8,-8
8792,4,2,2,2
8793,4,7,3,-3
8794,1,7,6,-6
8795,8,3,5,5
8796,2,8,6,-6
8797,2,0,2,2
8798,0,4,4,-4
8799,1,3,2,-2
8800,5,3,2,2
8801,5,2,3,3
8802,10,8,2,2
8803,4,7,3,-3
8804,1,3,2,-2
8805,7,9,2,-2
8806,0,6,6,-6
8807,5,1,4,4
8808,8,11,3,-3
8809,1,2,1,-1
8810,10,6,4,4
8811,4,6,2,-2
8812,3,2,1,1
8813,6,12,6,-6
8814,0,10,10,-10
8815,1,4,3,-3
8816,3,8,5,-5
8817,1,2,1,-1
8818,0,2,2,-2
8819,3,2,1,1
8820,11,0,11,11
8821,1,2,1,-1
8822,7,3,4,4
8823,1,0,1,1
8824,0,1,1,-1
8825,0,10,10,-10
8826,1,0,1,1
8827,1,3,2,-2
8828,4,0,4,4
8829,8,6,2,2
8830,12,3,9,9
8831,0,2,2,-2
8832,7,5,2,2
8833,1,4,3,-3
8834,7,4,3,3
8835,1,0,1,1
8836,1,4,3,-3
8837,5,0,5,5
8838,4,2,2,2
8839,0,6,6,-6
8840,4,12,8,-8
8841,5,6,1,-1
8842,6,10,4,-4
8843,4,6,2,-2
8844,1,2,1,-1
8845,1,0,1,1
8846,2,5,3,-3
8847,5,6,1,-1
8848,0,1,1,-1
8849,2,3,1,-1
8850,2,1,1,1
8851,1,14,13,-13
8852,2,1,1,1
8853,2,3,1,-1
8854,4,9,5,-5
8855,3,4,1,-1
8856,8,9,1,-1
8857,5,0,5,5
8858,6,5,1,1
8859,2,9,7,-7
8860,1,2,1,-1
8861,3,4,1,-1
8862,2,8,6,-6
8863,4,7,3,-3
8864,1,5,4,-4
8865,7,2,5,5
8866,5,0,5,5
8867,2,5,3,-3
8868,11,14,3,-3
8869,3,11,8,-8
8870,6,5,1,1
8871,3,2,1,1
8872,2,3,1,-1
8873,4,2,2,2
8874,3,7,4,-4
8875,1,2,1,-1
8876,0,6,6,-6
8877,2,4,2,-2
8878,11,0,11,11
8879,4,5,1,-1
8880,5,6,1,-1
8881,1,11,10,-10
8882,4,3,1,1
8883,5,2,3,3
8884,7,0,7,7
8885,1,2,1,-1
8886,0,9,9,-9
8887,1,6,5,-5
8888,3,0,3,3
8889,2,3,1,-1
8890,9,2,7,7
8891,4,5,1,-1
8892,4,1,3,3
8893,2,8,6,-6
8894,3,6,3,-3
8895,7,8,1,-1
8896,1,6,5,-5
8897,7,2,5,5
8898,1,7,6,-6
8899,2,11,9,-9
8900,6,4,2,2
8901,0,3,3,-3
8902,2,1,1,1
8903,13,0,13,13
8904,5,7,2,-2
8905,8,11,3,-3
8906,7,6,1,1
8907,1,2,1,-1
8908,3,4,1,-1
8909,8,3,5,5
8910,4,1,3,3
8911,6,2,4,4
8912,13,3,10,10
8913,0,10,10,-10
8914,4,1,3,3
8915,2,4,2,-2
8916,6,4,2,2
8917,4,2,2,2
8918,2,7,5,-5
8919,3,7,4,-4
8920,8,4,4,4
8921,2,5,3,-3
8922,0,3,3,-3
8923,4,6,2,-2
8924,2,4,2,-2
8925,1,2,1,-1
8926,3,0,3,3
8927,3,8,5,-5
8928,4,3,1,1
8929,3,0,3,3
8930,4,3,1,1
8931,5,4,1,1
8932,2,5,3,-3
8933,3,0,3,3
8934,6,5,1,1
8935,3,2,1,1
8936,0,4,4,-4
8937,2,3,1,-1
8938,2,3,1,-1
8939,4,0,4,4
8940,3,4,1,-1
8941,1,0,1,1
8942,15,2,13,13
8943,2,0,2,2
8944,5,8,3,-3
8945,6,2,4,4
8946,4,1,3,3
8947,1,5,4,-4
8948,3,6,3,-3
8949,5,2,3,3
8950,1,8,7,-7
8951,4,2,2,2
8952,0,2,2,-2
8953,0,13,13,-13
8954,3,1,2,2
8955,2,4,2,-2
8956,3,2,1,1
8957,3,2,1,1
8958,8,3,5,5
8959,2,3,1,-1
8960,5,1,4,4
8961,15,10,5,5
8962,7,0,7,7
8963,7,2,5,5
8964,1,6,5,-5
8965,1,3,2,-2
8966,2,3,1,-1
8967,8,9,1,-1
8968,3,4,1,-1
8969,4,1,3,3
8970,3,1,2,2
8971,1,5,4,-4
8972,2,1,1,1
8973,10,3,7,7
8974,5,6,1,-1
8975,6,5,1,1
8976,7,5,2,2
8977,2,5,3,-3
8978,7,9,2,-2
8979,8,9,1,-1
8980,5,6,1,-1
8981,0,5,5,-5
8982,5,2,3,3
8983,2,4,2,-2
8984,10,3,7,7
8985,6,1,5,5
8986,13,4,9,9
8987,6,3,3,3
8988,10,3,7,7
8989,1,5,4,-4
8990,1,2,1,-1
8991,1,12,11,-11
8992,4,5,1,-1
8993,1,4,3,-3
8994,5,1,4,4
8995,7,5,2,2
8996,3,2,1,1
8997,5,2,3,3
8998,9,5,4,4
8999,6,9,3,-3
9000,3,4,1,-1
9001,10,5,5,5
9002,14,6,8,8
9003,4,5,1,-1
9004,0,5,5,-5
9005,2,7,5,-5
9006,1,10,9,-9
9007,6,7,1,-1
9008,5,2,3,3
9009,3,0,3,3
9010,2,9,7,-7
9011,4,5,1,-1
9012,7,2,5,5
9013,5,4,1,1
9014,5,3,2,2
9015,9,3,6,6
9016,10,0,10,10
9017,4,5,1,-1
9018,4,1,3,3
9019,1,0,1,1
9020,3,1,2,2
9021,4,6,2,-2
9022,0,5,5,-5
9023,2,3,1,-1
9024,6,5,1,1
9025,5,8,3,-3
9026,5,2,3,3
9027,5,6,1,-1
9028,6,1,5,5
9029,3,4,1,-1
9030,4,5,1,-1
9031,0,2,2,-2
9032,6,4,2,2
9033,9,5,4,4
9034,4,9,5,-5
9035,2,3,1,-1
9036,2,3,1,-1
9037,2,8,6,-6
9038,10,2,8,8
9039,4,8,4,-4
9040,0,6,6,-6
9041,2,6,4,-4
9042,2,1,1,1
9043,2,6,4,-4
9044,0,3,3,-3
9045,1,2,1,-1
9046,5,1,4,4
9047,6,7,1,-1
9048,5,1,4,4
9049,2,0,2,2
9050,2,14,12,-12
9051,2,4,2,-2
9052,3,4,1,-1
9053,1,0,1,1
9054,5,2,3,3
9055,7,14,7,-7
9056,5,4,1,1
9057,5,4,1,1
9058,5,1,4,4
9059,4,2,2,2
9060,3,4,1,-1
9061,1,3,2,-2
9062,6,4,2,2
9063,7,5,2,2
9064,2,4,2,-2
9065,3,4,1,-1
9066,2,4,2,-2
9067,6,4,2,2
9068,5,2,3,3
9069,9,8,1,1
9070,3,11,8,-8
9071,2,1,1,1
9072,4,5,1,-1
9073,4,5,1,-1
9074,3,4,1,-1
9075,4,5,1,-1
9076,3,6,3,-3
9077,5,0,5,5
9078,2,4,2,-2
9079,4,5,1,-1
9080,5,1,4,4
9081,5,6,1,-1
9082,1,4,3,-3
9083,3,4,1,-1
9084,8,4,4,4
9085,0,5,5,-5
9086,1,7,6,-6
9087,1,2,1,-1
9088,2,1,1,1
9089,4,1,3,3
9090,5,6,1,-1
9091,4,3,1,1
9092,8,2,6,6
9093,6,3,3,3
9094,10,3,7,7
9095,2,1,1,1
9096,3,0,3,3
9097,5,2,3,3
9098,2,3,1,-1
9099,4,5,1,-1
9100,3,1,2,2
9101,2,3,1,-1
9102,0,7,7,-7
9103,14,10,4,4
9104,6,7,1,-1
9105,4,0,4,4
9106,2,6,4,-4
9107,5,2,3,3
9108,5,6,1,-1
9109,4,8,4,-4
9110,1,6,5,-5
9111,5,6,1,-1
9112,8,5,3,3
9113,7,1,6,6
9114,6,2,4,4
9115,3,15,12,-12
9116,8,7,1,1
9117,4,0,4,4
9118,6,4,2,2
9119,0,2,2,-2
9120,5,0,5,5
9121,15,5,10,10
9122,2,8,6,-6
9123,7,5,2,2
9124,2,7,5,-5
9125,9,6,3,3
9126,3,6,3,-3
9127,5,2,3,3
9128,3,7,4,-4
9129,1,2,1,-1
9130,4,3,1,1
9131,1,2,1,-1
9132,6,1,5,5
9133,5,6,1,-1
9134,9,1,8,8
9135,2,3,1,-1
9136,4,2,2,2
9137,3,4,1,-1
9138,5,2,3,3
9139,4,3,1,1
9140,6,1,5,5
9141,1,2,1,-1
9142,5,16,11,-11
9143,1,11,10,-10
9144,3,5,2,-2
9145,2,6,4,-4
9146,8,5,3,3
9147,4,5,1,-1
9148,3,1,2,2
9149,7,0,7,7
9150,4,1,3,3
9151,7,4,3,3
9152,6,3,3,3
9153,2,0,2,2
9154,4,8,4,-4
9155,2,3,1,-1
9156,7,4,3,3
9157,2,4,2,-2
9158,4,2,2,2
9159,5,2,3,3
9160,6,4,2,2
9161,3,6,3,-3
9162,3,5,2,-2
9163,5,3,2,2
9164,8,1,7,7
9165,2,3,1,-1
9166,3,1,2,2
9167,2,4,2,-2
9168,1,7,6,-6
9169,5,2,3,3
9170,2,4,2,-2
9171,5,3,2,2
9172,4,5,1,-1
9173,11,6,5,5
9174,7,10,3,-3
9175,4,1,3,3
9176,8,6,2,2
9177,4,1,3,3
9178,3,4,1,-1
9179,1,2,1,-1
9180,12,1,11,11
9181,7,6,1,1
9182,4,3,1,1
9183,3,5,2,-2
9184,5,4,1,1
9185,1,2,1,-1
9186,6,0,6,6
9187,4,5,1,-1
9188,10,5,5,5
9189,2,6,4,-4
9190,7,9,2,-2
9191,11,5,6,6
9192,5,1,4,4
9193,4,12,8,-8
9194,11,10,1,1
9195,2,0,2,2
9196,2,7,5,-5
9197,6,4,2,2
9198,0,2,2,-2
9199,3,2,1,1
9200,6,1,5,5
9201,3,4,1,-1
9202,6,8,2,-2
9203,3,1,2,2
9204,1,3,2,-2
9205,2,1,1,1
9206,2,3,1,-1
9207,2,7,5,-5
9208,5,8,3,-3
9209,7,2,5,5
9210,5,1,4,4
9211,2,4,2,-2
9212,3,6,3,-3
9213,4,2,2,2
9214,0,3,3,-3
9215,3,0,3,3
9216,12,7,5,5
9217,3,2,1,1
9218,3,6,3,-3
9219,2,6,4,-4
9220,3,10,7,-7
9221,2,5,3,-3
9222,1,3,2,-2
9223,2,1,1,1
9224,4,6,2,-2
9225,7,1,6,6
9226,3,2,1,1
9227,3,1,2,2
9228,8,1,7,7
9229,4,3,1,1
9230,11,3,8,8
9231,5,9,4,-4
9232,2,3,1,-1
9233,0,4,4,-4
9234,5,2,3,3
9235,10,8,2,2
9236,8,6,2,2
9237,1,11,10,-10
9238,8,3,5,5
9239,2,5,3,-3
9240,1,6,5,-5
9241,1,6,5,-5
9242,2,6,4,-4
9243,2,1,1,1
9244,6,8,2,-2
9245,2,13,11,-11
9246,3,4,1,-1
9247,6,3,3,3
9248,6,1,5,5
9249,4,3,1,1
9250,6,5,1,1
9251,7,1,6,6
9252,9,10,1,-1
9253,0,2,2,-2
9254,5,3,2,2
9255,3,2,1,1
9256,0,5,5,-5
9257,7,6,1,1
9258,1,6,5,-5
9259,1,2,1,-1
9260,3,4,1,-1
9261,1,6,5,-5
9262,14,4,10,10
9263,8,1,7,7
9264,12,4,8,8
9265,1,4,3,-3
9266,2,7,5,-5
9267,5,1,4,4
9268,2,3,1,-1
9269,4,5,1,-1
9270,0,4,4,-4
9271,6,2,4,4
9272,1,7,6,-6
9273,10,0,10,10
9274,3,4,1,-1
9275,3,2,1,1
9276,6,7,1,-1
9277,3,2,1,1
9278,3,1,2,2
9279,2,0,2,2
9280,1,3,2,-2
9281,3,11,8,-8
9282,4,0,4,4
9283,0,9,9,-9
9284,3,4,1,-1
9285,2,7,5,-5
9286,7,1,6,6
9287,5,8,3,-3
9288,3,4,1,-1
9289,3,2,1,1
9290,2,3,1,-1
9291,1,0,1,1
9292,1,2,1,-1
9293,6,5,1,1
9294,6,9,3,-3
9295,2,9,7,-7
9296,5,0,5,5
9297,0,5,5,-5
9298,3,2,1,1
9299,2,7,5,-5
9300,5,10,5,-5
9301,3,1,2,2
9302,0,2,2,-2
9303,1,2,1,-1
9304,1,2,1,-1
9305,2,4,2,-2
9306,3,4,1,-1
9307,4,5,1,-1
9308,3,4,1,-1
9309,8,3,5,5
9310,1,2,1,-1
9311,6,5,1,1
9312,1,7,6,-6
9313,11,3,8,8
9314,6,7,1,-1
9315,4,0,4,4
9316,0,2,2,-2
9317,7,3,4,4
9318,1,5,4,-4
9319,4,2,2,2
9320,5,0,5,5
9321,8,2,6,6
9322,7,0,7,7
9323,1,7,6,-6
9324,4,7,3,-3
9325,1,2,1,-1
9326,5,3,2,2
9327,7,2,5,5
9328,5,6,1,-1
9329,2,11,9,-9
9330,3,0,3,3
9331,7,2,5,5
9332,10,6,4,4
9333,1,3,2,-2
9334,1,9,8,-8
9335,2,4,2,-2
9336,4,1,3,3
9337,5,13,8,-8
9338,4,3,1,1
9339,2,7,5,-5
9340,10,8,2,2
9341,5,2,3,3
9342,2,3,1,-1
9343,1,4,3,-3
9344,7,1,6,6
9345,1,2,1,-1
9346,3,4,1,-1
9347,9,6,3,3
9348,3,4,1,-1
9349,4,6,2,-2
9350,5,1,4,4
9351,10,4,6,6
9352,1,3,2,-2
9353,6,2,4,4
9354,0,1,1,-1
9355,7,4,3,3
9356,4,3,1,1
9357,9,6,3,3
9358,2,3,1,-1
9359,3,1,2,2
9360,4,20,16,-16
9361,4,6,2,-2
9362,5,6,1,-1
9363,6,4,2,2
9364,5,6,1,-1
9365,4,11,7,-7
9366,3,4,1,-1
9367,5,2,3,3
9368,7,9,2,-2
9369,5,4,1,1
9370,5,7,2,-2
9371,3,9,6,-6
9372,3,2,1,1
9373,13,5,8,8
9374,2,6,4,-4
9375,1,3,2,-2
9376,6,7,1,-1
9377,9,8,1,1
9378,3,2,1,1
9379,2,6,4,-4
9380,4,2,2,2
9381,5,6,1,-1
9382,0,4,4,-4
9383,1,8,7,-7
