,visitor_score,home_score,MOV,mov
12813,0,4,4,-4
12814,4,1,3,3
12815,0,6,6,-6
12816,2,1,1,1
12817,5,4,1,1
12818,3,6,3,-3
12819,8,4,4,4
12820,3,6,3,-3
12821,2,4,2,-2
12822,2,3,1,-1
12823,4,0,4,4
12824,4,1,3,3
12825,4,3,1,1
12826,1,2,1,-1
12827,1,5,4,-4
12828,1,0,1,1
12829,7,6,1,1
12830,9,10,1,-1
12831,2,3,1,-1
12832,1,2,1,-1
12833,0,8,8,-8
12834,6,3,3,3
12835,4,5,1,-1
12836,1,5,4,-4
12837,4,6,2,-2
12838,5,4,1,1
12839,4,5,1,-1
12840,3,12,9,-9
12841,4,6,2,-2
12842,2,4,2,-2
12843,3,2,1,1
12844,3,0,3,3
12845,5,3,2,2
12846,3,0,3,3
12847,6,4,2,2
12848,3,2,1,1
12849,3,1,2,2
12850,0,7,7,-7
12851,2,5,3,-3
12852,3,4,1,-1
12853,2,12,10,-10
12854,3,2,1,1
12855,3,6,3,-3
12856,4,5,1,-1
12857,5,3,2,2
12858,5,1,4,4
12859,11,5,6,6
12860,0,7,7,-7
12861,0,2,2,-2
12862,1,2,1,-1
12863,6,3,3,3
12864,6,4,2,2
12865,2,6,4,-4
12866,1,2,1,-1
12867,4,7,3,-3
12868,8,4,4,4
12869,2,5,3,-3
12870,7,5,2,2
12871,4,3,1,1
12872,4,1,3,3
12873,2,6,4,-4
12874,2,4,2,-2
12875,0,3,3,-3
12876,6,8,2,-2
12877,3,0,3,3
12878,0,3,3,-3
12879,2,3,1,-1
12880,5,3,2,2
12881,4,3,1,1
12882,0,8,8,-8
12883,5,8,3,-3
12884,7,3,4,4
12885,9,5,4,4
12886,5,2,3,3
12887,5,2,3,3
12888,8,0,8,8
12889,5,1,4,4
12890,2,4,2,-2
12891,9,5,4,4
12892,6,0,6,6
12893,5,6,1,-1
12894,0,3,3,-3
12895,6,3,3,3
12896,3,4,1,-1
12897,1,2,1,-1
12898,2,8,6,-6
12899,6,7,1,-1
12900,3,4,1,-1
12901,4,1,3,3
12902,1,7,6,-6
12903,7,5,2,2
12904,1,3,2,-2
12905,3,7,4,-4
12906,2,5,3,-3
12907,7,2,5,5
12908,8,1,7,7
12909,11,4,7,7
12910,5,1,4,4
12911,7,0,7,7
12912,4,3,1,1
12913,1,0,1,1
12914,6,1,5,5
12915,0,1,1,-1
12916,5,3,2,2
12917,4,6,2,-2
12918,2,1,1,1
12919,5,3,2,2
12920,2,15,13,-13
12921,6,7,1,-1
12922,3,6,3,-3
12923,9,8,1,1
12924,2,5,3,-3
12925,4,5,1,-1
12926,2,7,5,-5
12927,7,4,3,3
12928,0,1,1,-1
12929,0,2,2,-2
12930,7,3,4,4
12931,6,5,1,1
12932,3,6,3,-3
12933,2,0,2,2
12934,6,1,5,5
12935,1,3,2,-2
12936,2,4,2,-2
12937,3,1,2,2
12938,9,2,7,7
12939,8,9,1,-1
12940,6,7,1,-1
12941,3,7,4,-4
12942,4,5,1,-1
12943,3,7,4,-4
12944,5,2,3,3
12945,4,7,3,-3
12946,8,0,8,8
12947,8,4,4,4
12948,7,5,2,2
12949,3,2,1,1
12950,6,2,4,4
12951,2,1,1,1
12952,1,2,1,-1
12953,6,2,4,4
12954,7,1,6,6
12955,6,4,2,2
12956,2,1,1,1
12957,2,4,2,-2
12958,3,4,1,-1
12959,5,2,3,3
12960,4,0,4,4
12961,10,5,5,5
12962,7,8,1,-1
12963,1,0,1,1
12964,2,6,4,-4
12965,2,7,5,-5
12966,10,8,2,2
12967,6,2,4,4
12968,6,2,4,4
12969,2,1,1,1
12970,5,4,1,1
12971,5,7,2,-2
12972,2,4,2,-2
12973,7,1,6,6
12974,1,2,1,-1
12975,4,2,2,2
12976,4,2,2,2
12977,2,8,6,-6
12978,1,2,1,-1
12979,2,7,5,-5
12980,1,2,1,-1
12981,4,5,1,-1
12982,9,7,2,2
12983,5,10,5,-5
12984,0,2,2,-2
12985,7,5,2,2
12986,4,2,2,2
12987,4,7,3,-3
12988,6,4,2,2
12989,7,3,4,4
12990,3,4,1,-1
12991,0,2,2,-2
12992,2,6,4,-4
12993,3,1,2,2
12994,6,7,1,-1
12995,6,3,3,3
12996,3,0,3,3
12997,0,4,4,-4
12998,3,2,1,1
12999,4,2,2,2
13000,4,6,2,-2
13001,6,3,3,3
13002,1,3,2,-2
13003,3,1,2,2
13004,3,11,8,-8
13005,5,3,2,2
13006,4,6,2,-2
13007,3,11,8,-8
13008,3,9,6,-6
13009,2,0,2,2
13010,0,1,1,-1
13011,2,4,2,-2
13012,3,2,1,1
13013,0,6,6,-6
13014,2,0,2,2
13015,1,6,5,-5
13016,2,1,1,1
13017,8,2,6,6
13018,3,4,1,-1
13019,5,6,1,-1
13020,2,11,9,-9
13021,3,4,1,-1
13022,1,3,2,-2
13023,5,0,5,5
13024,4,1,3,3
13025,2,5,3,-3
13026,1,4,3,-3
13027,9,3,6,6
13028,12,3,9,9
13029,7,2,5,5
13030,5,4,1,1
13031,4,5,1,-1
13032,2,4,2,-2
13033,2,7,5,-5
13034,1,4,3,-3
13035,2,5,3,-3
13036,4,2,2,2
13037,6,7,1,-1
13038,8,5,3,3
13039,0,2,2,-2
13040,5,6,1,-1
13041,0,6,6,-6
13042,0,7,7,-7
13043,6,2,4,4
13044,6,4,2,2
13045,3,6,3,-3
13046,0,6,6,-6
13047,5,6,1,-1
13048,4,5,1,-1
13049,4,5,1,-1
13050,3,11,8,-8
13051,13,10,3,3
13052,0,4,4,-4
13053,0,10,10,-10
13054,5,7,2,-2
13055,2,6,4,-4
13056,5,4,1,1
13057,1,5,4,-4
13058,4,8,4,-4
13059,3,5,2,-2
13060,0,1,1,-1
13061,4,3,1,1
13062,1,0,1,1
13063,0,4,4,-4
13064,0,1,1,-1
13065,4,9,5,-5
13066,5,4,1,1
13067,5,4,1,1
13068,8,1,7,7
13069,4,5,1,-1
13070,7,11,4,-4
13071,3,4,1,-1
13072,1,4,3,-3
13073,7,2,5,5
13074,5,3,2,2
13075,3,4,1,-1
13076,1,2,1,-1
13077,4,2,2,2
13078,2,3,1,-1
13079,8,1,7,7
13080,5,3,2,2
13081,13,5,8,8
13082,1,8,7,-7
13083,0,13,13,-13
13084,1,2,1,-1
13085,4,3,1,1
13086,1,2,1,-1
13087,4,1,3,3
13088,4,0,4,4
13089,8,10,2,-2
13090,0,1,1,-1
13091,4,2,2,2
13092,4,0,4,4
13093,7,3,4,4
13094,0,4,4,-4
13095,4,2,2,2
13096,0,6,6,-6
13097,3,6,3,-3
13098,1,6,5,-5
13099,1,4,3,-3
13100,1,2,1,-1
13101,8,5,3,3
13102,3,4,1,-1
13103,0,11,11,-11
13104,9,1,8,8
13105,5,1,4,4
13106,2,3,1,-1
13107,1,4,3,-3
13108,3,19,16,-16
13109,4,9,5,-5
13110,5,2,3,3
13111,5,8,3,-3
13112,16,4,12,12
13113,2,3,1,-1
13114,6,0,6,6
13115,2,12,10,-10
13116,7,2,5,5
13117,2,3,1,-1
13118,0,3,3,-3
13119,6,5,1,1
13120,2,6,4,-4
13121,2,3,1,-1
13122,3,2,1,1
13123,17,0,17,17
13124,2,10,8,-8
13125,1,3,2,-2
13126,1,2,1,-1
13127,2,16,14,-14
13128,0,2,2,-2
13129,0,8,8,-8
13130,2,3,1,-1
13131,2,5,3,-3
13132,4,8,4,-4
13133,8,4,4,4
13134,5,3,2,2
13135,6,4,2,2
13136,5,0,5,5
13137,3,2,1,1
13138,3,4,1,-1
13139,2,3,1,-1
13140,1,2,1,-1
13141,4,9,5,-5
13142,3,1,2,2
13143,7,0,7,7
13144,1,7,6,-6
13145,7,1,6,6
13146,5,2,3,3
13147,8,4,4,4
13148,0,1,1,-1
13149,1,2,1,-1
13150,5,3,2,2
13151,2,1,1,1
13152,4,1,3,3
13153,7,3,4,4
13154,2,7,5,-5
13155,2,7,5,-5
13156,12,7,5,5
13157,2,5,3,-3
13158,4,5,1,-1
13159,2,4,2,-2
13160,1,2,1,-1
13161,0,5,5,-5
13162,9,5,4,4
13163,9,5,4,4
13164,12,4,8,8
13165,1,4,3,-3
13166,2,3,1,-1
13167,4,1,3,3
13168,4,7,3,-3
13169,4,1,3,3
13170,3,14,11,-11
13171,1,4,3,-3
13172,3,6,3,-3
13173,5,3,2,2
13174,8,1,7,7
13175,4,6,2,-2
13176,5,0,5,5
13177,1,5,4,-4
13178,6,2,4,4
13179,10,1,9,9
13180,0,6,6,-6
13181,2,3,1,-1
13182,0,1,1,-1
13183,13,2,11,11
13184,8,0,8,8
13185,12,4,8,8
13186,2,3,1,-1
13187,6,2,4,4
13188,13,9,4,4
13189,2,7,5,-5
13190,0,1,1,-1
13191,2,5,3,-3
13192,4,10,6,-6
13193,2,10,8,-8
13194,2,9,7,-7
13195,2,9,7,-7
13196,3,4,1,-1
13197,8,5,3,3
13198,2,13,11,-11
13199,11,8,3,3
13200,4,1,3,3
13201,8,5,3,3
13202,2,4,2,-2
13203,13,3,10,10
13204,6,4,2,2
13205,7,3,4,4
13206,6,2,4,4
13207,11,6,5,5
13208,0,7,7,-7
13209,3,4,1,-1
13210,8,6,2,2
13211,0,1,1,-1
13212,5,10,5,-5
13213,4,3,1,1
13214,2,3,1,-1
13215,6,7,1,-1
13216,3,2,1,1
13217,1,3,2,-2
13218,1,2,1,-1
13219,1,5,4,-4
13220,2,8,6,-6
13221,1,6,5,-5
13222,2,10,8,-8
13223,8,2,6,6
13224,1,0,1,1
13225,8,2,6,6
13226,5,2,3,3
13227,8,7,1,1
13228,6,1,5,5
13229,1,4,3,-3
13230,5,2,3,3
13231,0,6,6,-6
13232,1,2,1,-1
13233,8,6,2,2
13234,8,7,1,1
13235,0,4,4,-4
13236,6,3,3,3
13237,4,0,4,4
13238,4,6,2,-2
13239,5,1,4,4
13240,2,0,2,2
13241,5,4,1,1
13242,8,13,5,-5
13243,0,7,7,-7
13244,3,1,2,2
13245,3,4,1,-1
13246,4,5,1,-1
13247,3,2,1,1
13248,5,2,3,3
13249,4,3,1,1
13250,2,12,10,-10
13251,7,1,6,6
13252,4,10,6,-6
13253,1,2,1,-1
13254,5,2,3,3
13255,2,3,1,-1
13256,2,4,2,-2
13257,8,6,2,2
13258,2,3,1,-1
13259,2,4,2,-2
13260,9,6,3,3
13261,3,2,1,1
13262,1,4,3,-3
13263,4,0,4,4
13264,2,3,1,-1
13265,5,2,3,3
13266,1,2,1,-1
13267,4,8,4,-4
13268,2,7,5,-5
13269,5,7,2,-2
13270,1,8,7,-7
13271,2,3,1,-1
13272,0,4,4,-4
13273,0,8,8,-8
13274,4,5,1,-1
13275,1,3,2,-2
13276,5,3,2,2
13277,5,3,2,2
13278,2,3,1,-1
13279,2,0,2,2
13280,3,5,2,-2
13281,2,7,5,-5
13282,3,2,1,1
13283,5,8,3,-3
13284,2,1,1,1
13285,6,4,2,2
13286,3,6,3,-3
13287,1,4,3,-3
13288,1,4,3,-3
13289,8,1,7,7
13290,1,6,5,-5
13291,1,7,6,-6
13292,7,1,6,6
13293,3,1,2,2
13294,6,10,4,-4
13295,7,11,4,-4
13296,7,4,3,3
13297,1,2,1,-1
13298,8,6,2,2
13299,5,4,1,1
13300,0,4,4,-4
13301,2,1,1,1
13302,6,2,4,4
13303,4,3,1,1
13304,6,4,2,2
13305,6,1,5,5
13306,8,5,3,3
13307,3,5,2,-2
13308,1,0,1,1
13309,4,3,1,1
13310,5,0,5,5
13311,2,1,1,1
13312,3,1,2,2
13313,2,4,2,-2
13314,9,3,6,6
13315,5,6,1,-1
13316,1,4,3,-3
13317,8,1,7,7
13318,2,11,9,-9
13319,4,3,1,1
13320,1,4,3,-3
13321,1,2,1,-1
13322,5,6,1,-1
13323,2,0,2,2
13324,9,5,4,4
13325,7,0,7,7
13326,7,1,6,6
13327,2,0,2,2
13328,8,4,4,4
13329,2,0,2,2
13330,0,4,4,-4
13331,5,4,1,1
13332,12,6,6,6
13333,1,8,7,-7
13334,1,2,1,-1
13335,4,5,1,-1
13336,6,1,5,5
13337,8,7,1,1
13338,5,3,2,2
13339,12,8,4,4
13340,0,1,1,-1
13341,6,8,2,-2
13342,2,3,1,-1
13343,5,7,2,-2
13344,9,5,4,4
13345,8,2,6,6
13346,3,4,1,-1
13347,1,2,1,-1
13348,2,1,1,1
13349,12,1,11,11
13350,2,1,1,1
13351,5,2,3,3
13352,2,1,1,1
13353,1,2,1,-1
13354,1,6,5,-5
13355,2,3,1,-1
13356,3,8,5,-5
13357,5,3,2,2
13358,2,3,1,-1
13359,0,2,2,-2
13360,13,0,13,13
13361,3,7,4,-4
13362,5,9,4,-4
13363,2,7,5,-5
13364,7,3,4,4
13365,3,4,1,-1
13366,0,1,1,-1
13367,1,2,1,-1
13368,3,9,6,-6
13369,4,5,1,-1
13370,9,1,8,8
13371,10,5,5,5
13372,2,3,1,-1
13373,8,1,7,7
13374,2,1,1,1
13375,12,6,6,6
13376,6,4,2,2
13377,4,0,4,4
13378,0,2,2,-2
13379,6,1,5,5
13380,8,0,8,8
13381,3,5,2,-2
13382,1,3,2,-2
13383,1,3,2,-2
13384,2,4,2,-2
13385,9,4,5,5
13386,2,4,2,-2
13387,12,5,7,7
13388,6,0,6,6
13389,7,10,3,-3
13390,5,3,2,2
13391,1,2,1,-1
13392,3,0,3,3
13393,3,2,1,1
13394,3,4,1,-1
13395,2,1,1,1
13396,0,2,2,-2
13397,5,9,4,-4
13398,1,7,6,-6
13399,3,8,5,-5
13400,4,3,1,1
13401,6,7,1,-1
13402,4,2,2,2
13403,4,7,3,-3
13404,3,5,2,-2
13405,10,2,8,8
13406,7,2,5,5
13407,4,3,1,1
13408,2,3,1,-1
13409,0,3,3,-3
13410,5,0,5,5
13411,3,6,3,-3
13412,6,7,1,-1
13413,2,4,2,-2
13414,7,9,2,-2
13415,3,5,2,-2
13416,4,5,1,-1
13417,5,4,1,1
13418,7,4,3,3
13419,6,5,1,1
13420,3,2,1,1
13421,0,5,5,-5
13422,5,6,1,-1
13423,2,5,3,-3
13424,4,1,3,3
13425,0,2,2,-2
13426,1,3,2,-2
13427,3,8,5,-5
13428,4,2,2,2
13429,2,6,4,-4
13430,2,7,5,-5
13431,3,5,2,-2
13432,0,6,6,-6
13433,0,2,2,-2
13434,4,1,3,3
13435,2,3,1,-1
13436,5,1,4,4
13437,1,5,4,-4
13438,0,3,3,-3
13439,6,8,2,-2
13440,7,3,4,4
13441,1,3,2,-2
13442,3,4,1,-1
13443,1,0,1,1
13444,3,5,2,-2
13445,2,3,1,-1
13446,1,0,1,1
13447,2,4,2,-2
13448,2,5,3,-3
13449,2,15,13,-13
13450,7,4,3,3
13451,3,5,2,-2
13452,5,4,1,1
13453,6,2,4,4
13454,5,9,4,-4
13455,0,5,5,-5
13456,0,3,3,-3
13457,6,5,1,1
13458,5,1,4,4
13459,2,3,1,-1
13460,7,1,6,6
13461,3,14,11,-11
13462,2,4,2,-2
13463,5,6,1,-1
13464,5,8,3,-3
13465,3,2,1,1
13466,8,6,2,2
13467,2,0,2,2
13468,10,11,1,-1
13469,1,7,6,-6
13470,10,3,7,7
13471,3,4,1,-1
13472,2,1,1,1
13473,1,3,2,-2
13474,3,11,8,-8
13475,3,4,1,-1
13476,1,8,7,-7
13477,3,5,2,-2
13478,5,6,1,-1
13479,2,4,2,-2
13480,0,1,1,-1
13481,4,2,2,2
13482,0,2,2,-2
13483,3,7,4,-4
13484,2,3,1,-1
13485,3,4,1,-1
13486,5,0,5,5
13487,2,6,4,-4
13488,6,5,1,1
13489,2,4,2,-2
13490,1,6,5,-5
13491,1,4,3,-3
13492,3,6,3,-3
13493,2,4,2,-2
13494,2,3,1,-1
13495,3,5,2,-2
13496,0,3,3,-3
13497,7,6,1,1
13498,3,0,3,3
13499,7,6,1,1
13500,4,3,1,1
13501,2,3,1,-1
13502,3,2,1,1
13503,8,4,4,4
13504,4,0,4,4
13505,9,4,5,5
13506,5,8,3,-3
13507,1,3,2,-2
13508,4,5,1,-1
13509,2,12,10,-10
13510,4,2,2,2
13511,4,1,3,3
13512,9,3,6,6
13513,0,10,10,-10
13514,1,2,1,-1
13515,1,14,13,-13
13516,0,4,4,-4
13517,2,1,1,1
13518,4,1,3,3
13519,5,3,2,2
13520,1,6,5,-5
13521,7,8,1,-1
13522,3,1,2,2
13523,5,0,5,5
13524,1,11,10,-10
13525,3,7,4,-4
13526,4,5,1,-1
13527,10,7,3,3
13528,1,3,2,-2
13529,5,7,2,-2
13530,4,5,1,-1
13531,7,8,1,-1
13532,3,5,2,-2
13533,2,4,2,-2
13534,2,7,5,-5
13535,0,7,7,-7
13536,8,5,3,3
13537,11,9,2,2
13538,3,8,5,-5
13539,1,3,2,-2
13540,2,3,1,-1
13541,7,1,6,6
13542,3,0,3,3
13543,3,4,1,-1
13544,5,4,1,1
13545,9,0,9,9
13546,1,8,7,-7
13547,1,0,1,1
13548,9,3,6,6
13549,7,2,5,5
13550,2,5,3,-3
13551,3,2,1,1
13552,4,9,5,-5
13553,2,4,2,-2
13554,1,5,4,-4
13555,3,4,1,-1
13556,3,4,1,-1
13557,5,3,2,2
13558,3,1,2,2
13559,1,9,8,-8
13560,6,5,1,1
13561,10,8,2,2
13562,7,5,2,2
13563,4,5,1,-1
13564,7,1,6,6
13565,3,4,1,-1
13566,3,0,3,3
13567,8,1,7,7
13568,3,2,1,1
13569,4,5,1,-1
13570,3,9,6,-6
13571,5,2,3,3
13572,3,8,5,-5
13573,3,0,3,3
13574,3,7,4,-4
13575,4,0,4,4
13576,3,4,1,-1
13577,4,2,2,2
13578,1,2,1,-1
13579,6,0,6,6
13580,4,0,4,4
13581,1,10,9,-9
13582,2,5,3,-3
13583,1,3,2,-2
13584,2,1,1,1
13585,5,3,2,2
13586,5,6,1,-1
13587,7,2,5,5
13588,5,7,2,-2
13589,1,3,2,-2
13590,3,9,6,-6
13591,2,4,2,-2
13592,7,6,1,1
13593,5,1,4,4
13594,10,3,7,7
13595,1,2,1,-1
13596,8,5,3,3
13597,8,6,2,2
13598,5,1,4,4
13599,0,2,2,-2
13600,5,0,5,5
13601,5,2,3,3
13602,2,15,13,-13
13603,9,3,6,6
13604,1,3,2,-2
13605,1,2,1,-1
13606,0,1,1,-1
13607,7,13,6,-6
13608,1,11,10,-10
13609,2,1,1,1
13610,1,5,4,-4
13611,7,2,5,5
13612,5,6,1,-1
13613,5,2,3,3
13614,0,3,3,-3
13615,11,5,6,6
13616,7,17,10,-10
13617,2,3,1,-1
13618,1,3,2,-2
13619,2,3,1,-1
13620,3,4,1,-1
13621,3,2,1,1
13622,1,2,1,-1
13623,10,8,2,2
13624,9,4,5,5
13625,4,3,1,1
13626,2,5,3,-3
13627,6,2,4,4
13628,8,9,1,-1
13629,2,4,2,-2
13630,1,4,3,-3
13631,3,7,4,-4
13632,9,4,5,5
13633,2,1,1,1
13634,5,10,5,-5
13635,8,7,1,1
13636,8,4,4,4
13637,2,10,8,-8
13638,21,5,16,16
13639,3,2,1,1
13640,7,2,5,5
13641,2,0,2,2
13642,1,4,3,-3
13643,0,4,4,-4
13644,5,2,3,3
13645,4,0,4,4
13646,0,2,2,-2
13647,9,2,7,7
13648,1,12,11,-11
13649,3,6,3,-3
13650,10,4,6,6
13651,8,2,6,6
13652,2,1,1,1
13653,2,5,3,-3
13654,2,8,6,-6
13655,2,3,1,-1
13656,7,10,3,-3
13657,7,2,5,5
13658,7,3,4,4
13659,0,5,5,-5
13660,1,0,1,1
13661,9,8,1,1
13662,2,8,6,-6
13663,0,3,3,-3
13664,5,9,4,-4
13665,3,1,2,2
13666,6,7,1,-1
13667,2,5,3,-3
13668,5,15,10,-10
13669,1,0,1,1
13670,5,2,3,3
13671,8,7,1,1
13672,1,4,3,-3
13673,8,9,1,-1
13674,7,8,1,-1
13675,5,7,2,-2
13676,13,6,7,7
13677,6,4,2,2
13678,6,1,5,5
13679,2,1,1,1
13680,3,6,3,-3
13681,6,7,1,-1
13682,5,4,1,1
13683,3,5,2,-2
13684,8,3,5,5
13685,4,1,3,3
13686,1,2,1,-1
13687,3,9,6,-6
13688,0,7,7,-7
13689,2,6,4,-4
13690,7,11,4,-4
13691,2,8,6,-6
13692,2,9,7,-7
13693,2,3,1,-1
13694,1,5,4,-4
13695,9,7,2,2
13696,7,6,1,1
13697,3,4,1,-1
13698,1,3,2,-2
13699,5,3,2,2
13700,4,2,2,2
13701,2,3,1,-1
13702,2,12,10,-10
13703,6,2,4,4
13704,6,1,5,5
13705,4,3,1,1
13706,12,3,9,9
13707,1,4,3,-3
13708,4,1,3,3
13709,1,2,1,-1
13710,1,2,1,-1
13711,2,5,3,-3
13712,3,0,3,3
13713,3,5,2,-2
13714,2,5,3,-3
13715,4,3,1,1
13716,2,5,3,-3
13717,6,2,4,4
13718,2,3,1,-1
13719,4,5,1,-1
13720,5,4,1,1
13721,9,2,7,7
13722,9,12,3,-3
13723,1,5,4,-4
13724,8,9,1,-1
13725,8,7,1,1
13726,12,1,11,11
13727,13,5,8,8
13728,6,4,2,2
13729,2,0,2,2
13730,11,3,8,8
13731,5,1,4,4
13732,3,13,10,-10
13733,0,5,5,-5
13734,3,4,1,-1
13735,1,3,2,-2
13736,8,3,5,5
13737,2,3,1,-1
13738,10,4,6,6
13739,5,1,4,4
13740,1,4,3,-3
13741,2,6,4,-4
13742,5,0,5,5
13743,4,5,1,-1
13744,3,4,1,-1
13745,5,6,1,-1
13746,1,2,1,-1
13747,2,1,1,1
13748,7,3,4,4
13749,3,4,1,-1
13750,7,9,2,-2
13751,6,1,5,5
13752,4,3,1,1
13753,5,7,2,-2
13754,8,6,2,2
13755,5,8,3,-3
13756,4,3,1,1
13757,5,7,2,-2
13758,11,4,7,7
13759,6,8,2,-2
13760,1,2,1,-1
13761,5,4,1,1
13762,3,9,6,-6
13763,8,9,1,-1
13764,4,5,1,-1
13765,3,0,3,3
13766,1,10,9,-9
13767,10,8,2,2
13768,3,8,5,-5
13769,4,8,4,-4
13770,10,9,1,1
13771,7,2,5,5
13772,2,3,1,-1
13773,2,1,1,1
13774,1,3,2,-2
13775,3,4,1,-1
13776,4,3,1,1
13777,0,2,2,-2
13778,3,6,3,-3
13779,3,7,4,-4
13780,6,0,6,6
13781,4,5,1,-1
13782,4,3,1,1
13783,5,4,1,1
13784,5,0,5,5
13785,4,17,13,-13
13786,6,7,1,-1
13787,6,7,1,-1
13788,6,0,6,6
13789,1,2,1,-1
13790,11,3,8,8
13791,4,5,1,-1
13792,4,1,3,3
13793,2,7,5,-5
13794,6,8,2,-2
13795,3,0,3,3
13796,5,6,1,-1
13797,4,2,2,2
13798,1,6,5,-5
13799,4,5,1,-1
13800,1,8,7,-7
13801,7,2,5,5
13802,4,5,1,-1
13803,2,0,2,2
13804,4,5,1,-1
13805,2,4,2,-2
13806,3,4,1,-1
13807,3,4,1,-1
13808,4,1,3,3
13809,0,2,2,-2
13810,4,5,1,-1
13811,6,13,7,-7
13812,5,3,2,2
13813,6,4,2,2
13814,2,8,6,-6
13815,0,4,4,-4
13816,3,2,1,1
13817,3,13,10,-10
13818,8,3,5,5
13819,2,4,2,-2
13820,1,2,1,-1
13821,0,3,3,-3
13822,4,5,1,-1
13823,1,6,5,-5
13824,2,3,1,-1
13825,5,6,1,-1
13826,0,2,2,-2
13827,2,4,2,-2
13828,1,13,12,-12
13829,3,6,3,-3
13830,0,5,5,-5
13831,4,5,1,-1
13832,0,4,4,-4
13833,6,11,5,-5
13834,1,3,2,-2
13835,3,4,1,-1
13836,2,3,1,-1
13837,1,2,1,-1
13838,7,4,3,3
13839,1,11,10,-10
13840,0,3,3,-3
13841,6,9,3,-3
13842,3,10,7,-7
13843,7,6,1,1
13844,2,3,1,-1
13845,0,3,3,-3
13846,6,14,8,-8
13847,0,3,3,-3
13848,7,3,4,4
13849,2,0,2,2
13850,2,4,2,-2
13851,8,6,2,2
13852,7,6,1,1
13853,6,5,1,1
13854,2,4,2,-2
13855,2,9,7,-7
13856,10,3,7,7
13857,3,12,9,-9
13858,1,3,2,-2
13859,10,5,5,5
13860,6,8,2,-2
13861,1,15,14,-14
13862,6,5,1,1
13863,1,5,4,-4
13864,1,4,3,-3
13865,6,1,5,5
13866,3,5,2,-2
13867,4,3,1,1
13868,2,3,1,-1
13869,9,5,4,4
13870,3,5,2,-2
13871,1,3,2,-2
13872,3,2,1,1
13873,5,8,3,-3
13874,1,3,2,-2
13875,3,4,1,-1
13876,10,22,12,-12
13877,6,3,3,3
13878,4,2,2,2
13879,4,9,5,-5
13880,1,4,3,-3
13881,4,12,8,-8
13882,4,1,3,3
13883,8,4,4,4
13884,7,5,2,2
13885,3,8,5,-5
13886,2,4,2,-2
13887,5,3,2,2
13888,6,12,6,-6
13889,2,6,4,-4
13890,2,18,16,-16
13891,10,8,2,2
13892,1,3,2,-2
13893,5,6,1,-1
13894,3,4,1,-1
13895,1,4,3,-3
13896,3,5,2,-2
13897,1,3,2,-2
13898,1,2,1,-1
13899,0,5,5,-5
13900,1,2,1,-1
13901,1,6,5,-5
13902,8,1,7,7
13903,0,5,5,-5
13904,6,4,2,2
13905,1,2,1,-1
13906,2,4,2,-2
13907,8,2,6,6
13908,9,2,7,7
13909,7,8,1,-1
13910,3,4,1,-1
13911,6,2,4,4
13912,4,1,3,3
13913,3,5,2,-2
13914,1,2,1,-1
13915,3,5,2,-2
13916,5,3,2,2
13917,1,9,8,-8
13918,2,3,1,-1
13919,4,8,4,-4
13920,4,5,1,-1
13921,3,2,1,1
13922,10,8,2,2
13923,3,1,2,2
13924,15,6,9,9
13925,9,6,3,3
13926,8,5,3,3
13927,8,9,1,-1
13928,0,9,9,-9
13929,2,0,2,2
13930,0,1,1,-1
13931,4,5,1,-1
13932,4,6,2,-2
13933,2,3,1,-1
13934,3,4,1,-1
13935,2,5,3,-3
13936,2,7,5,-5
13937,15,8,7,7
13938,4,3,1,1
13939,4,1,3,3
13940,7,8,1,-1
13941,4,7,3,-3
13942,1,4,3,-3
13943,2,3,1,-1
13944,3,4,1,-1
13945,8,2,6,6
13946,15,2,13,13
13947,1,4,3,-3
13948,0,4,4,-4
13949,1,0,1,1
13950,3,2,1,1
13951,1,7,6,-6
13952,5,4,1,1
13953,2,3,1,-1
13954,7,9,2,-2
13955,0,4,4,-4
13956,9,2,7,7
13957,4,3,1,1
13958,2,7,5,-5
13959,2,0,2,2
13960,0,3,3,-3
13961,7,3,4,4
13962,2,1,1,1
13963,11,4,7,7
13964,3,5,2,-2
13965,6,3,3,3
13966,14,9,5,5
13967,7,1,6,6
13968,6,4,2,2
13969,3,9,6,-6
13970,10,3,7,7
13971,15,3,12,12
13972,3,2,1,1
13973,6,3,3,3
13974,5,3,2,2
13975,1,3,2,-2
13976,2,6,4,-4
13977,5,4,1,1
13978,6,3,3,3
13979,7,9,2,-2
13980,11,7,4,4
13981,14,9,5,5
13982,4,2,2,2
13983,2,3,1,-1
13984,0,8,8,-8
13985,1,6,5,-5
13986,12,5,7,7
13987,4,3,1,1
13988,8,6,2,2
13989,4,2,2,2
13990,2,3,1,-1
13991,4,3,1,1
13992,2,8,6,-6
13993,6,8,2,-2
13994,3,9,6,-6
13995,4,0,4,4
13996,5,1,4,4
13997,2,0,2,2
13998,2,5,3,-3
13999,10,3,7,7
14000,5,9,4,-4
14001,5,4,1,1
14002,3,8,5,-5
14003,0,1,1,-1
14004,11,5,6,6
14005,5,3,2,2
14006,3,5,2,-2
14007,1,2,1,-1
14008,5,12,7,-7
14009,5,2,3,3
14010,16,7,9,9
14011,4,5,1,-1
14012,6,11,5,-5
14013,8,7,1,1
14014,2,3,1,-1
14015,15,1,14,14
14016,5,6,1,-1
14017,11,7,4,4
14018,6,5,1,1
14019,9,1,8,8
14020,5,1,4,4
14021,5,1,4,4
